iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,event_codes
VNM,Viet Nam,2018,2018-06-08,Day,2018-06-13,Day,VietNam: Storm - Ho Chi Minh - 13/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,[]
LKA,Sri Lanka,2018,2018-06-08,Day,2018-06-14,Day,Sri Lanka: Storm - Jaffna - 08/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,11,11,,,[]
LKA,Sri Lanka,2018,2018-06-09,Day,2018-06-09,Day,Sri Lanka: Storm - Killinochchi; Pachchilaipallai - 09/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,54,54,,,[]
COL,Colombia,2018,2018-06-09,Day,2018-06-10,Day,Colombia: landslide - Risaralda - 10/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,15,15,,,[]
LKA,Sri Lanka,2018,2018-06-09,Day,2018-06-12,Day,Sri Lanka: Storm - Vavuniya; Vengalacheddikulam - 09/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,14,14,,,[]
NPL,Nepal,2018,2018-06-10,Day,2018-06-10,Day,Nepal: Flash flood - Changunarayan Municipality; Bhaktapur - 10/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,4,4,,,[]
PAK,Pakistan,2018,2018-06-10,Day,2018-06-10,Day,Pakistan: Flash floods - Chitral - 10/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,112,110,,,[]
PAK,Pakistan,2018,2018-06-10,Day,2018-06-10,Month,Pakistan: Monsoon floods - 20/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,653,650,,,[]
CAN,Canada,2018,2018-06-10,Day,2018-06-11,Day,Canada: Forest Fire - Halifax (Nova Scotia) - 10/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,28,28,,,[]
LKA,Sri Lanka,2018,2018-06-10,Day,2018-06-11,Day,Sri Lanka: Storm - Kurunegala - 10/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,35,35,,,[]
MEX,Mexico,2018,2018-06-10,Day,2018-06-15,Day,Mexico: Tropical Storm Bud - 4 states - 10/06/2018,2,Weather related,4,Meteorological,14,Storm,24,,1916,1900,,,[]
LKA,Sri Lanka,2018,2018-06-11,Day,2018-06-11,Day,Sri Lanka: Storm - Balangoda; Opanayaka; Rathnapura - 11/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,81,81,,,[]
FRA,France,2018,2018-06-11,Day,2018-06-12,Day,France: floods - Île-de-France - 11/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,16,16,,,[]
NZL,New Zealand,2018,2018-06-11,Day,2018-06-13,Day,New Zealand: Floods - Gisborne  - 12/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,100,100,,,[]
USA,United States of America,2018,2018-06-11,Day,2018-06-13,Week,USA: Wildfire (Milepost 81) - Grant County (Washington) - 11/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,8,8,,,[]
BGD,Bangladesh,2018,2018-06-12,Day,2018-06-12,Day,Bangladesh: Flood - Dighinala upazila; Khagrachari district - 12/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,6000,6000,,,[]
CHN,China,2018,2018-06-12,Day,2018-06-13,Day,China: Storm - Inner Mongolia - 12/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,300,300,,,[]
USA,United States of America,2018,2018-06-12,Day,2018-06-13,Week,USA: Wildfire (Badger Creek) - Medicine Bow National Forest (Wyoming) - 12/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,1022,1000,,,[]
USA,United States of America,2018,2018-06-12,Day,2018-06-13,Week,USA: Wildfire (Buffalo Mountain) - Summity County (Colorado) - 12/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,3640,3600,,,[]
USA,United States of America,2018,2018-06-12,Day,2018-06-13,Week,USA: Wildfire - Moab (Utah) - 12/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,21,21,,,[]
VNM,Viet Nam,2018,2018-06-12,Day,2018-06-17,Day,Viet Nam: Land erosion - Ca Mau Province - 12/6/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,36,36,,,[]
BGD,Bangladesh,2018,2018-06-12,Day,2018-06-20,Week,Bangladesh: Monsoon riverine floods - Sylhet; Moulvibazar districts - 12/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,12405,12000,,,[]
CHN,China,2018,2018-06-13,Day,2018-06-13,Day,China: Heavy Rain - Guangdong - 13/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,100,100,,,[]
IDN,Indonesia,2018,2018-06-13,Day,2018-06-13,Day,Indonesia: Earthquake - Sumenep Regency (East Java) - 13/6/2018,1,Geophysical,1,Geophysical,1,Earthquake,1,,93,93,,,[]
FRA,France,2018,2018-06-14,Day,2018-06-14,Day,France: seismic activity - Mayotte - 10/05/2018,1,Geophysical,1,Geophysical,1,Earthquake,1,,15,15,,,[]
NPL,Nepal,2018,2018-06-14,Day,2018-06-14,Day,Nepal: Storm - Waling Municipality; Shyanja - 14/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
MEX,Mexico,2018,2018-06-14,Day,2018-06-22,Day,Mexico: flood - 4 states - 14/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,90,90,,,[]
BGD,Bangladesh,2018,2018-06-15,Day,2018-06-15,Day,Bangladesh: Flash flood - Feni district - 15/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,176,180,,,[]
IDN,Indonesia,2018,2018-06-15,Day,2018-06-15,Day,Indonesia: Earthquake - Sarmi Regency (Papua) - 15/6/2018,1,Geophysical,1,Geophysical,1,Earthquake,1,,318,320,,,[]
NPL,Nepal,2018,2018-06-15,Day,2018-06-15,Day,Nepal: Landslide - Aandhikhola Rural Municipality; Shyanja - 15/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
NPL,Nepal,2018,2018-06-15,Day,2018-06-15,Day,Nepal: Landslide - Pathibhara Yangwarak Rural Municipality; Taplejung - 15/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
NPL,Nepal,2018,2018-06-15,Day,2018-06-15,Day,Nepal: Storm - Itahari Submetropolitan City; Sunsari - 15/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,[]
MEX,Mexico,2018,2018-06-15,Day,2018-07-18,Day,"Mexico: Tropical Storm Carlotta - Guerrero; Quintana Roo, Oaxaca - 15/06/2018",2,Weather related,4,Meteorological,14,Storm,21,,282,280,,,[]
NPL,Nepal,2018,2018-06-16,Day,2018-06-16,Day,Nepal: Flash flood - Sunkoshi Rural Municipality; Sindhuli - 16/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,4,4,,,[]
NPL,Nepal,2018,2018-06-16,Day,2018-06-16,Day,Nepal: Landslide - Galkot Municipality; Baglung - 16/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
NPL,Nepal,2018,2018-06-16,Day,2018-06-16,Day,Nepal: Landslide - Sirijangha Rural Municipality; Taplejung - 16/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
USA,United States of America,2018,2018-06-16,Day,2018-06-17,Day,"USA: Floods - Michigan, Minnesota, Wisconsin - 16/6/2018",2,Weather related,3,Hydrological,10,Flood,13,,240,240,,,[]
AFG,Afghanistan,2018,2018-06-17,Day,2018-06-17,Day,Afghanistan: Flood - Kunar - 17/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,15,15,,,[]
LKA,Sri Lanka,2018,2018-06-17,Day,2018-06-17,Day,Sri Lanka: Storm - Ampara - 17/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,53,53,,,[]
NPL,Nepal,2018,2018-06-17,Day,2018-06-17,Day,Nepal: Landslide - Galkot Municipality; Baglung - 17/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,13,13,,,[]
CHN,China,2018,2018-06-17,Day,2018-06-21,Day,China (North West): Heavy Rain - Shaanxi - 17/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,2700,2700,,,[]
CHN,China,2018,2018-06-17,Day,2018-06-22,Day,"China (East): Heavy Rain - Fujian, Jiangxi - 17/6/2018",2,Weather related,4,Meteorological,14,Storm,21,,19100,19000,,,[]
CHN,China,2018,2018-06-17,Day,2018-06-22,Day,"China (South Central): Heavy Rain - Hubei, Hunan - 17/6/2018",2,Weather related,4,Meteorological,14,Storm,21,,12500,12000,,,[]
CHN,China,2018,2018-06-17,Day,2018-06-22,Day,"China (South West): Heavy Rain - Chongqing, Guizhou, Sichuan - 17/6/2018",2,Weather related,4,Meteorological,14,Storm,21,,2200,2200,,,[]
JPN,Japan,2018,2018-06-18,Day,2018-06-18,Day,Japan: Earthquake - Osaka - 18/6/2018,1,Geophysical,1,Geophysical,1,Earthquake,1,,2676,2700,,,['EQ-2018-000073-JPN']
USA,United States of America,2018,2018-06-18,Day,2018-06-18,Day,USA: Thunderstorm - Springfield (Massachusetts) - 18/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,100,100,,,[]
CIV,Côte d'Ivoire,2018,2018-06-18,Day,2018-06-19,Day,Côte d'Ivoire: Flood - Abidjan - 18/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,136,140,,,['FL-2018-000077-CIV']
GHA,Ghana,2018,2018-06-18,Day,2018-06-19,Day,Ghana: Flood - Accra - 18/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,200,200,,,[]
GHA,Ghana,2018,2018-06-18,Week,2018-06-19,Week,Ghana: Floods - Accra - 19/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,2000,2000,,,[]
USA,United States of America,2018,2018-06-18,Day,2018-06-20,Day,USA: Flood - Texas - 18/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,350,350,,,[]
USA,United States of America,2018,2018-06-18,Day,2018-06-20,Day,USA: Storm - New Hampshire - 18/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,[]
CAN,Canada,2018,2018-06-18,Day,2018-06-25,Day,Canada: Mudslide - Lillioet (BC) - 18/6/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,3,3,,,[]
CAN,Canada,2018,2018-06-19,Day,2018-06-20,Week,Canada: Wildfire (Woods) - Saskatchewan - 19/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,893,890,,,[]
JPN,Japan,2018,2018-06-19,Day,2018-06-20,Day,Japan: Heavy Rain - Osaka - 19/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,1000,1000,,,[]
CRI,Costa Rica,2018,2018-06-19,Day,2018-07-01,Week,Costa Rica: Tropical waves - Alajuela; Guanacaste - June 2018,2,Weather related,4,Meteorological,14,Storm,21,,111,110,,,[]
NPL,Nepal,2018,2018-06-20,Day,2018-06-20,Day,Nepal: Landslide - Gorkha Municipality; Gorkha - 20/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
USA,United States of America,2018,2018-06-20,Day,2018-06-20,Week,USA: Flood - Bridgeville (Pennsylvania) - 20/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,5,5,,,[]
CHN,China,2018,2018-06-20,Day,2018-06-22,Day,China (North West): Heavy Rain - Xinjiang - 20/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,2500,2500,,,[]
VEN,Venezuela (Bolivarian Republic of),2018,2018-06-20,Day,2018-06-22,Day,Venezuela: flood - Merida - 20/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,8,8,,,[]
USA,United States of America,2018,2018-06-21,Day,2018-06-22,Day,USA: Flood - Richmond (Virginia) - 21/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,40,40,,,[]
USA,United States of America,2018,2018-06-21,Day,2018-06-22,Day,USA: Flood - Rock Valley (Iowa) - 21/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,156,160,,,[]
USA,United States of America,2018,2018-06-21,Day,2018-06-23,Day,USA: Graham Wildfire - Jefferson County (Oregon) - 21/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,520,520,,,[]
CHN,China,2018,2018-06-21,Day,2018-06-25,Day,China (South Central): Heavy Rain - Guangxi - 21/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,1500,1500,,,[]
CHN,China,2018,2018-06-21,Day,2018-06-25,Day,"China (South West): Heavy Rain - Guizhou, Yunnan - 21/6/2018",2,Weather related,4,Meteorological,14,Storm,21,,19200,19000,,,[]
IDN,Indonesia,2018,2018-06-21,Day,2018-07-09,Week,Indonesia: Floods - Wajo (South Sulawesi) - 21/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,200,200,,,[]
COL,Colombia,2018,2018-06-21,Day,2018-07-26,Week,Colombia: Flood - Arauca - 21/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,150,150,,,[]
IDN,Indonesia,2018,2018-06-22,Day,2018-06-22,Day,Indonesia: Flash Flood - Banyuwangi (East Java) - 22/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,150,150,,,['FF-2018-000079-IDN']
IDN,Indonesia,2018,2018-06-22,Day,2018-07-06,Week,Indonesia: Floods - Luwu Regency (South Sulawesi) - 22/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,81,81,,,[]
BFA,Burkina Faso,2018,2018-06-23,Day,2018-06-23,Day,Burkina Faso: Storm - Sanmatenga - 23/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,385,380,,,[]
NPL,Nepal,2018,2018-06-23,Day,2018-06-23,Day,Nepal: Flash flood - Kalaiya Submetropolitan City; Bara - 23/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,4,4,,,[]
USA,United States of America,2018,2018-06-23,Day,2018-06-26,Day,"USA: Wildfire - Red Bluff, Tehama County (California) - 23/6/2018",2,Weather related,2,Climatological,9,Wildfire,11,,5,5,,,[]
USA,United States of America,2018,2018-06-23,Day,2018-07-01,Week,USA: Pawnee Wildfire - Lake County (California) - 23/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,3000,3000,,,[]
MYS,Malaysia,2018,2018-06-24,Day,2018-06-24,Day,Malaysia: Flood - Selangor - 24/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,53,53,,,[]
CAN,Canada,2018,2018-06-24,Day,2018-06-26,Day,Canada: Wildfire - Manitoba - 24/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,98,98,,,[]
VNM,Viet Nam,2018,2018-06-24,Day,2018-06-26,Week,VietNam: Floods - Northern Vietnam - 24/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,634,630,,,[]
USA,United States of America,2018,2018-06-24,Day,2018-06-27,Day,"USA: Wildfire - Eastpoint, Franklin County (Florida) - 24/6/2018",2,Weather related,2,Climatological,9,Wildfire,11,,94,94,,,[]
GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018-06-24,Day,2018-06-29,Day,United Kingdom: wildfire - Manchester - 24/06/2018,2,Weather related,2,Climatological,9,Wildfire,11,,115,120,,,[]
USA,United States of America,2018,2018-06-24,Day,2018-07-01,Week,USA: Creek Wildfire - Shasta County (California) - 24/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,1000,1000,,,[]
IDN,Indonesia,2018,2018-06-25,Day,2018-06-25,Day,"Indonesia: Floods - North Kanawe, Konawe, South Konawe Regencies (Southeast Sulawesi) - 25/6/2018",2,Weather related,3,Hydrological,10,Flood,13,,4,4,,,[]
NPL,Nepal,2018,2018-06-25,Day,2018-06-25,Day,Nepal: Landslide - Bareng Rural Municipality; Baglung- 25/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,9,9,,,[]
USA,United States of America,2018,2018-06-25,Day,2018-06-25,Day,"USA: Sinkhole - Moon Lake, Pasco County (Florida) - 25/6/2018",2,Weather related,3,Hydrological,11,Mass Movement,15,,13,13,,,[]
CHN,China,2018,2018-06-25,Day,2018-06-27,Day,China (South Central): Heavy Rain - Guangxi - 25/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,200,200,,,[]
CHN,China,2018,2018-06-25,Day,2018-06-27,Day,"China (South West): Heavy Rain - Sichuan, Yunnan - 25/6/2018",2,Weather related,4,Meteorological,14,Storm,21,,1600,1600,,,[]
KHM,Cambodia,2018,2018-06-25,Day,2018-06-27,Day,Cambodia: Storm - Kampong Thom - 25/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,2438,2400,,,[]
USA,United States of America,2018,2018-06-25,Day,2018-06-27,Day,USA: Flood - Lincoln County (Kentucky) - 25/6/2018,2,Weather related,3,Hydrological,10,Flood,13,,10,10,,,[]
NPL,Nepal,2018,2018-06-26,Day,2018-06-26,Day,Nepal: Flash flood - Ekdara Rural Municipality; Mahottari- 26/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,4,4,,,[]
NPL,Nepal,2018,2018-06-26,Day,2018-06-26,Day,Nepal: Flash flood - Paiyun Rural Municipality; Parbat - 26/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,9,9,,,[]
NPL,Nepal,2018,2018-06-26,Day,2018-06-26,Day,Nepal: Landslide - Arjunchaupari Rural Municipality; Shyanja - 26/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
ECU,Ecuador,2018,2018-06-26,Day,2018-06-27,Day,Ecuador: Sierra Negra volcano - Galapagos - 26/06/2018,1,Geophysical,1,Geophysical,3,Volcanic activity,5,,250,250,,,[]
GRC,Greece,2018,2018-06-26,Day,2018-06-27,Day,"Greece: Floods - (Larissa ,Magnesia, Halkidiki, Mandra, Magoula, Nea Peramos) - 27-06/2018",2,Weather related,3,Hydrological,10,Flood,13,,24,24,,,[]
SOM,Somalia,2018,2018-06-26,Week,2018-06-27,Week,Somalia: Storm - Woqooyi Galbeed - 26/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,240,240,,,[]
IDN,Indonesia,2018,2018-06-27,Day,2018-06-27,Day,Indonesia: Volcanic Eruption - Mt. Agung (Bali) - 27/6/2018,1,Geophysical,1,Geophysical,3,Volcanic activity,5,,2731,2700,,,[]
NPL,Nepal,2018,2018-06-27,Day,2018-06-27,Day,Nepal: Landslides - Dhading - 27/06/2018,2,Weather related,3,Hydrological,11,Mass Movement,14,,34,34,,,[]
USA,United States of America,2018,2018-06-27,Day,2018-06-27,Day,"USA: Tornado - Eureka, Greenwood County (Kansas) - 27/6/2018",2,Weather related,4,Meteorological,14,Storm,23,,57,57,,,[]
USA,United States of America,2018,2018-06-27,Day,2018-06-29,Week,USA: Wildfire (Spring Creek) - Costilla (Colorado) - 27/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,1000,1000,,,[]
ROU,Romania,2018,2018-06-27,Day,2018-07-29,Day,"Romania: Floods - Trifesti, Iași , Neamt, Covasna, Bacau, Botosani - 29/06/2018",2,Weather related,3,Hydrological,10,Flood,13,,906,910,,,[]
GHA,Ghana,2018,2018-06-28,Day,2018-06-28,Day,Ghana: Flood - Ashanti - 28/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,300,300,,,[]
NPL,Nepal,2018,2018-06-28,Day,2018-06-28,Day,Nepal: Flash flood - Kathekhola Rural Municipality; Baglung - 28/06/2018,2,Weather related,3,Hydrological,10,Flood,13,,34,34,,,[]
USA,United States of America,2018,2018-06-28,Day,2018-06-29,Day,USA: Thunderstorm - Fairview Heights (Illinois) - 28/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,16,16,,,[]
GNB,Guinea-Bissau,2018,2018-06-28,Day,2018-06-30,Day,Guinea Bissau: Storm - 28/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,3698,3700,,,['ST-2018-000083-GNB']
USA,United States of America,2018,2018-06-28,Day,2018-07-01,Week,USA: Wildfire (Weston Pass) - Park County (Colorado) - 28/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,3,3,,,[]
CHN,China,2018,2018-06-28,Day,2018-07-02,Day,"China (East): Heavy Rain - Anhui, Jiangsu, Jiangxi, Zheijiang - 28/6/2018",2,Weather related,4,Meteorological,14,Storm,21,,2200,2200,,,[]
CHN,China,2018,2018-06-28,Day,2018-07-02,Day,China (South Central): Heavy Rain - Hubei - 28/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,100,100,,,[]
JPN,Japan,2018,2018-06-28,Day,2018-07-08,Week,"Korea, Japan: Typhoon 7 (Tropical Cyclone Prapiroon) - 28/6/2018",2,Weather related,4,Meteorological,14,Storm,24,,30250,30000,,,[]
KOR,Republic of Korea,2018,2018-06-28,Day,2018-07-08,Week,"Korea, Japan: Typhoon 7 (Tropical Cyclone Prapiroon) - 28/6/2018",2,Weather related,4,Meteorological,14,Storm,24,,15,15,,,[]
CAN,Canada,2018,2018-06-29,Day,2018-06-30,Day,Canada: Lightning/Fire - New Brunswick - 29/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,9,9,,,[]
USA,United States of America,2018,2018-06-29,Day,2018-07-01,Week,USA: Chateau Wildfire - Teller (Colorado) - 29/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,950,950,,,[]
USA,United States of America,2018,2018-06-29,Day,2018-07-01,Day,USA: Wildfire (Stonemoor) - Pueblo (Colorado) - 29/6/2018,2,Weather related,2,Climatological,9,Wildfire,11,,9,9,,,[]
CHN,China,2018,2018-06-29,Day,2018-07-02,Day,China (North West): Heavy Rain - Qinghai - 29/6/2018,2,Weather related,4,Meteorological,14,Storm,21,,100,100,,,[]
USA,United States of America,2018,2018-06-30,Day,2018-07-01,Day,"USA: Flood - Des Moines and Pleasant Hill, Polk County (Iowa) - 30/6/2018",2,Weather related,3,Hydrological,10,Flood,13,,200,200,,,[]
PHL,Philippines,2018,2018-06-30,Day,2018-07-03,Day,"Philippines: Flash Flood - Kabacan, North Cotabato (Region XII) - 30/6/2018",2,Weather related,3,Hydrological,10,Flood,13,,16584,17000,,,[]
AFG,Afghanistan,2018,2018-07-01,Day,2018-07-01,Day,Afghanistan: Flood - Kunar - 01/07/2018,2,Weather related,3,Hydrological,10,Flood,13,,89,89,,,[]
USA,United States of America,2018,2018-07-01,Day,2018-07-02,Day,"USA: Wildfire (Conrad) - Selah, Naches (Washington) - 1/7/2018",2,Weather related,2,Climatological,9,Wildfire,11,,164,160,,,[]
NPL,Nepal,2018,2018-07-01,Day,2018-07-03,Day,Nepal: Floods and landslides - 01/07/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,200,200,,,[]
USA,United States of America,2018,2018-07-01,Day,2018-07-03,Week,USA: Wildfire (Dollar Ridge) - Wasatch/Duchesne (Utah) - 1/7/2018,2,Weather related,2,Climatological,9,Wildfire,11,,234,230,,,[]
CHN,China,2018,2018-07-01,Day,2018-07-04,Day,"China (North West): Heavy Rain - Gansu, Ningxi, Shaanxi, Xinjiang - 1/7/2018",2,Weather related,4,Meteorological,14,Storm,21,,2800,2800,,,[]
CHN,China,2018,2018-07-01,Day,2018-07-04,Day,"China (South West): Heavy Rain - Chongqing, Sichuan - 1/7/2018",2,Weather related,4,Meteorological,14,Storm,21,,11100,11000,,,[]
NPL,Nepal,2018,2018-07-01,Week,2018-07-23,Week,Nepal: Landslide - Bhiyalbada; Lumsbagar - July 2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,90,90,,,[]
AB9,,2018,2018-07-01,Week,2018-07-31,Week,Abyie: Flood - 01/07/2018,2,Weather related,3,Hydrological,10,Flood,13,,2,2,,,[]
BDI,Burundi,2018,2018-07-01,Week,2018-07-31,Week,"Burundi: Flash floods- Bujumbura Rural, Bubanza, Murambya- July 2018",2,Weather related,3,Hydrological,10,Flood,13,,40,40,,,[]
BDI,Burundi,2018,2018-07-01,Week,2018-07-31,Week,"Burundi: Strong winds- Bujumbura Rural, Karuzi, Makamba, Bururi- 01/07/2018",2,Weather related,4,Meteorological,14,Storm,21,,51,51,,,[]
NER,Niger,2018,2018-07-01,Day,2019-01-18,Day,Niger: Floods - 7 states - July,2,Weather related,3,Hydrological,10,Flood,13,,40387,40000,,,[]
BGR,Bulgaria,2018,2018-07-02,Week,2018-07-02,Day,Bulgaria: Floods - Roman - 02/07/2018,2,Weather related,3,Hydrological,10,Flood,13,,50,50,,,[]
LKA,Sri Lanka,2018,2018-07-02,Day,2018-07-02,Day,Sri Lanka: Storm - Koralaipattu North; Batticaloa - 02/07/2018,2,Weather related,4,Meteorological,14,Storm,21,,95,95,,,[]
MYS,Malaysia,2018,2018-07-02,Day,2018-07-02,Day,Malaysia: Flood - Johor - 2/7/2018,2,Weather related,3,Hydrological,10,Flood,13,,26,26,,,[]
USA,United States of America,2018,2018-07-02,Day,2018-07-03,Day,"USA: Wildfire (Mecca) - Warm Springs, Jefferson County (Oregon) - 2/7/2018",2,Weather related,2,Climatological,9,Wildfire,11,,104,100,,,[]
ESP,Spain,2018,2018-07-03,Day,2018-07-03,Day,Spain: Wildfire - Andalusia (Vejer de la Frontera ) - 03/07/2018,2,Weather related,2,Climatological,9,Wildfire,11,,80,80,,,[]
ITA,Italy,2018,2018-07-03,Day,2018-07-03,Day,"Italy: Flood - Trentino (Moena, San Pellegrino) - 03/07/2018",2,Weather related,3,Hydrological,10,Flood,13,,50,50,,,[]
